review,sentiment,processed_text
"I loved this show from it's first airing, and I always looked forward to watching each episode every week. The plot, characters, writing, special affects were outstanding! Then the sci-fi channel screwed up yet again and canceled a very entertaining, well written show. I say bring it back, I know all of the actors would come back. I would suggest buying the DVD's, I am. I hope the sci-fi channels executives get word of these comments, and realize that they need to be more involved with their viewers. I only watch one show on that channel now, (Ghost Hunters), but I am fairly sure that shortly they will cancel that too.",positive,i love this show from it first air and i always look forward to watch each episode every week the plot character write special affect be outstanding then the channel screw up yet again and cancel a very entertain well write show i say bring it back i know all of the actors would come back i would suggest buy the dvd i be i hope the channel executives get word of these comment and realize that they need to be more involve with their viewers i only watch one show on that channel now ghost hunters but i be fairly sure that shortly they will cancel that too
"I watched this movie with big expectations. The blurb on the back indicated that this was going to be a nasty one. But it was pretty tame and a little unsatisfying. The violence was nothing I haven't seen a thousand times before, the gore level was only average (mind you there was probably more than what has been seen in Hollywood in the last 5 years - perhaps more), and at no stage was I even feeling uneasy let along frightened. Again a CAT 3 movie with big wraps, has not lived up to its hype.<br /><br />Sure hire this movie, but don't go in with any expectations. I am so keen to get into the whole Asian horror scene, but am continuously disappointed. I did love Ichi, and Audition, but then again, Miike stands alone at the moment.<br /><br />Please inspire me..... there is a large cluster of jaded genre fans who are starved of quality horror!",negative,i watch this movie with big expectations the blurb on the back indicate that this be go to be a nasty one but it be pretty tame and a little unsatisfying the violence be nothing i have see a thousand time before the gore level be only average mind you there be probably more than what have be see in hollywood in the last years perhaps more and at no stage be i even feel uneasy let along frighten again a cat movie with big wrap have not live up to its br br sure hire this movie but do go in with any expectations i be so keen to get into the whole asian horror scene but be continuously disappoint i do love ichi and audition but then again miike stand alone at the br br please inspire me there be a large cluster of jade genre fan who be starve of quality horror
"I admired Rob Marshall for Chicago, but Memoirs of Geisha turns out to be yet another failure of combing western and Asian arts. Overall, the scene is beautiful, but after restless emphasis on exoticism-oriented scenes some might just find himself fed up with them. The excessive cherry blossom was, frankly, overdone. It's probably the cultural difference of perception here: the ultimate beauty is not the showy type, as truly beautiful geisha would not be the over westernised pumpkin in the movie. <br /><br />Some other comments have rightly mentioned the biggest flaws. As a Taiwanese, I have no doubt the actress are great. An actor/actress can play any kind of role when he/she can look like it. Gong Li is great, but the power of emotions that she showed in this movie had not been translated into Japanese style. All I saw was a bittersweet and jealous Chinese WOMAN. Michlle Yeoh, one of my favourtie actress, did not even LOOK LIKE a Japanese. Some comment has mentioned the peculiar delicate, feminine characteristics of Japanese women, with which I can't agree more. These are so delicate that I assume not even all modern Japanese actresses are eligible for the roles in Geisha, let alone the two Chinese and one Malaysian actress who grew up in different cultures and probably did not know Japanese culture that much.<br /><br />Geisha is a good shot for arousing the curiosity of American audiences. But it would be an insult for the movie itself and for art alike if the movie wins the Oscar for best costume, best director or best picture.",negative,i admire rob marshall for chicago but memoirs of geisha turn out to be yet another failure of comb western and asian arts overall the scene be beautiful but after restless emphasis on scenes some might just find himself feed up with them the excessive cherry blossom be frankly overdo it probably the cultural difference of perception here the ultimate beauty be not the showy type as truly beautiful geisha would not be the over westernise pumpkin in the movie br br some other comment have rightly mention the biggest flaw as a taiwanese i have no doubt the actress be great an can play any kind of role when can look like it gong li be great but the power of emotions that she show in this movie have not be translate into japanese style all i saw be a bittersweet and jealous chinese woman michlle yeoh one of my favourtie actress do not even look like a japanese some comment have mention the peculiar delicate feminine characteristics of japanese women with which i ca agree more these be so delicate that i assume not even all modern japanese actresses be eligible for the roles in geisha let alone the two chinese and one malaysian actress who grow up in different culture and probably do not know japanese culture that br br geisha be a good shoot for arouse the curiosity of american audiences but it would be an insult for the movie itself and for art alike if the movie win the oscar for best costume best director or best picture
"'SherryBaby' is quite a painful and sordid melodrama set in Jersey, the story of a young mother who is out of jail on probe after a drugs-related conviction and fights to stay clean, to find a place for herself in life and especially to win back the love of her kid daughter who is being taken care by her brother's family. The only reason the film is to be watched is Maggie Gyllenhaal, an actress at the top of her career, who fits very well in the role and carries the whole film on her shoulders. This is not enough however, as the story line is too simplistic and expected, and the emotional emphasis is put on the wrong place - I kept asking myself all over the picture whether I am supposed to be sorry about the ex and maybe future drug addicted mother as the director and script-writer wanted, or about the innocent kid who is in the middle. Even Maggie Gyllenhaal's acting could not convince me that I should not care more about the kid.",negative,be quite a painful and sordid melodrama set in jersey the story of a young mother who be out of jail on probe after a conviction and fight to stay clean to find a place for herself in life and especially to win back the love of her kid daughter who be be take care by her brother family the only reason the film be to be watch be maggie gyllenhaal an actress at the top of her career who fit very well in the role and carry the whole film on her shoulder this be not enough however as the story line be too simplistic and expect and the emotional emphasis be put on the wrong place i keep ask myself all over the picture whether i be suppose to be sorry about the ex and maybe future drug addict mother as the director and want or about the innocent kid who be in the middle even maggie gyllenhaal act could not convince me that i should not care more about the kid
"Having read some of the other comments here I was expecting something truly awful but was pleasantly surprised. REALITY CHECK: The original series wasn't that good. I think some people remember it with more affection than it deserved but apart from the car chases and Daisy Duke's legs the scripts were weak and poorly acted. The Duke boys were too intelligent and posh for backwood hicks, the shrunken Boss Hog was too cretinous to be evil and Rosco was just hyper throughout every screen moment. It's amazing the series actually lasted as long as it did because it ran out of story lines during the first series.<br /><br />Back to the movie. If you watch this film in it's own right, not as a direct comparison to however you remember the TV series, then it's not bad at all. The real star is of course the General Lee. The car chases and stunts are excellent and that's really what D.O.H. is all about. Johnny Knoxville is his usual eccentric self and along with Seann William Scott as Cousin Bo the pair make this film really funny in a hilarious Dumb-And-Dumber sort of way the TV series never achieved. The lovely Jessica Simpson is a natch as Miss Daisy, Burt Reynolds makes a much improved Boss Hog and M.C. Gainey makes a believably nasty Rosco P. Coltrane, the way he always should have been.<br /><br />If you don't like slapstick humour and crazy car stunts then you wouldn't be watching this film anyway because you should know what to expect. Otherwise if you want an entertaining car-action movie with a few good laughs that's not too taxing on the brain then go see this enjoyable romp with an open mind.",positive,have read some of the other comment here i be expect something truly awful but be pleasantly surprise reality check the original series be that good i think some people remember it with more affection than it deserve but apart from the car chase and daisy duke legs the script be weak and poorly act the duke boys be too intelligent and posh for backwood hicks the shrink boss hog be too cretinous to be evil and rosco be just hyper throughout every screen moment it amaze the series actually last as long as it do because it run out of story line during the first br br back to the movie if you watch this film in it own right not as a direct comparison to however you remember the tv series then it not bad at all the real star be of course the general lee the car chase and stunt be excellent and that really what be all about johnny knoxville be his usual eccentric self and along with seann william scott as cousin bo the pair make this film really funny in a hilarious sort of way the tv series never achieve the lovely jessica simpson be a natch as miss daisy burt reynolds make a much improve boss hog and gainey make a believably nasty rosco coltrane the way he always should have br br if you do like slapstick humour and crazy car stunt then you would be watch this film anyway because you should know what to expect otherwise if you want an entertain movie with a few good laugh that not too tax on the brain then go see this enjoyable romp with an open mind
"TART is the worst movie I've seen this year, and that includes both the Affleck/J.Lo bomb GIGLI and the Rob Zombie borefest HOUSE OF 1000 CORPSES. I don't know if that's a fair comparison seeing that TART was made two years earlier and probably has a budget half that of even the low-budget 1000 CORPSES. Regardless, all three movies suffer from the same shortcomings: horrible script, horrible acting, horrible direction.<br /><br />*** SPOILERS *** (although I honestly don't think there's anything to spoil)<br /><br />TART is about a group of super-spoiled private school kids. Most of them reside in super-sized apartments along New York's hyper-expensive Park Avenue, thanks to the finances of their neglectful parents. The film showcases the aimless life of one of the students (Cat) as she discards her only true friend (as frivolous a person as she was) in the pursuit of the ""good life"" with the in-crowd. That, of course, leads to sex, drugs, and music that is substantially worse than rock & roll. Everything is overly dramaticized in the way that truly bad movies usually are. Cat's first sexual experience leads to her being branded a tramp and ostracized by her newly acquired circle of friends; her first encounter with drugs leads to her nearly being dumped down a garbage chute after her cohorts believe her to be dead from an overdose. No heavy-handed messages there, he said sarcastically.<br /><br />That's mainly what the ""seen it before 100 times"" plot entails. Other minor, and even less interesting, plot details include one friend who steals jewelry and trinkets from all the others, a wild child who lives life on the edge (and finally falls off of it one night in the EAST Hamptons), an anti-Semitic British chick who ends her close friendship with Cat the moment she finds out Cat has a Jewish father, and Cat's strained relationship with her single mother who tries unsuccessfully to get Cat to appreciate the privileged life she has. The thief turns out to be an irredeemable lowlife. The ""wild child"" is played as a toned down version of one of the Hilton sisters. The British girl disappears from the film after the break-up. The mother/daughter relationship is seen as totally inconsequential until the film's final schmaltzy scene, where she and her beleaguered mother have a reconciliation of sorts. *yawn*<br /><br />*** END SPOILERS ***<br /><br />About the cast and crew.... Dominique Swain came on the scene strong with her role as the underaged seductress in 1997's highly watchable LOLITA and FACE/OFF. Her performances were strong enough to land her on quite a few ""ones-to-watch"" lists at the time. She was 17 at the time and I hope that they will not be the best roles of her career. If she takes a few more roles like the one she takes in TART, it very well may be.<br /><br />I've only seen Bijou Phillips in one other film (BULLY) and I swear her performance in that one was nearly identical to the one she gave here. I'm not sure if she's incapable of giving varied performances or if it was just a coincidence her roles in the two were so very similar. My guess is that the former is true. I sense this woman possesses very little talent as far as acting is concerned. Here, she is the actress tapped to portray the watered-down Hilton sister. That she gives such a weak performance is amazing considering that she grew up with, and remains friends with, the real-life Hilton sisters. She's essentially playing a version of herself in this film, and doing a damn poor job of it.<br /><br />As for writer/director Christina Wayne... I know nothing of her other than TART was her first, and only, film project to date. With a first effort like this it is no wonder her career in show business was short-lived.",negative,tart be the worst movie i see this year and that include both the bomb gigli and the rob zombie borefest house of corpses i do know if that a fair comparison see that tart be make two years earlier and probably have a budget half that of even the corpses regardless all three movies suffer from the same shortcomings horrible script horrible act horrible br br spoilers although i honestly do think there anything to spoil br br tart be about a group of private school kid most of them reside in apartments along new york park avenue thank to the finance of their neglectful parent the film showcases the aimless life of one of the students cat as she discard her only true friend as frivolous a person as she be in the pursuit of the good life with the that of course lead to sex drug and music that be substantially worse than rock roll everything be overly dramaticized in the way that truly bad movies usually be cat first sexual experience lead to her be brand a tramp and ostracize by her newly acquire circle of friends her first encounter with drug lead to her nearly be dump down a garbage chute after her cohorts believe her to be dead from an overdose no message there he say br br that mainly what the see it before time plot entail other minor and even less interest plot detail include one friend who steal jewelry and trinkets from all the others a wild child who live life on the edge and finally fall off of it one night in the east hamptons an british chick who end her close friendship with cat the moment she find out cat have a jewish father and cat strain relationship with her single mother who try unsuccessfully to get cat to appreciate the privilege life she have the thief turn out to be an irredeemable lowlife the wild child be play as a tone down version of one of the hilton sisters the british girl disappear from the film after the the relationship be see as totally inconsequential until the film final schmaltzy scene where she and her beleaguer mother have a reconciliation of sort yawn br br end spoilers br br about the cast and crew dominique swain come on the scene strong with her role as the underaged seductress in highly watchable lolita and her performances be strong enough to land her on quite a few list at the time she be at the time and i hope that they will not be the best roles of her career if she take a few more roles like the one she take in tart it very well may br br i only see bijou phillips in one other film bully and i swear her performance in that one be nearly identical to the one she give here i not sure if she incapable of give vary performances or if it be just a coincidence her roles in the two be so very similar my guess be that the former be true i sense this woman possess very little talent as far as act be concern here she be the actress tap to portray the hilton sister that she give such a weak performance be amaze consider that she grow up with and remain friends with the hilton sisters she essentially play a version of herself in this film and do a damn poor job of br br as for christina wayne i know nothing of her other than tart be her first and only film project to date with a first effort like this it be no wonder her career in show business be
"A lot is dated in this episode (just like most Twilight Zone episodes), such as the Woman's incredibly sexist military ""uniform."" And some things are so unbelievable, like the easy availability of clean water. Still, consider the year this was made and the time, and you quickly understand why this episode is so special as you watch. It has a nice sense of hope, something missing from a lot of Twilight Zones, as well as an interesting female character (despite the fact that she rarely speaks), something else rare on the Twilight Zone. ""Two"" is a great example of how the Twilight Zone, in just over 20 minutes, could pack more emotion and drama than most two hours movies today. And it's great to see two people who became American icons so early in their careers.",positive,a lot be date in this episode just like most twilight zone episodes such as the woman incredibly sexist military uniform and some things be so unbelievable like the easy availability of clean water still consider the year this be make and the time and you quickly understand why this episode be so special as you watch it have a nice sense of hope something miss from a lot of twilight zone as well as an interest female character despite the fact that she rarely speak something else rare on the twilight zone two be a great example of how the twilight zone in just over minutes could pack more emotion and drama than most two hours movies today and it great to see two people who become american icons so early in their career
"Recap: According to legend, the Valkyrie Brunhilda defied Odin and was chained to a rock surrounded by an eternal fire. Only a warrior pure in heart can pass through the flames, free Brunhilda and release her from Odin's claim, and have her for himself. Now, war is brewing in the Norse lands, and the King needs an alliance with the Berserkers. The Berserkers are warriors claimed by Odin's valkyries, lusting for war, blood and flesh, and therefore outcasts, but superior in battle. The leader of the Berserkers is a scorned son of the King, Boar, and his price for the alliance is his brother, the future king, Barek. But after the King is victorious in battle, he refuses to give up his only remaining son, breaking his oath to Boar and betray him and kill him. Boar is saved only by Barek's call upon Odin. But this is only the start of the battle between the brothers, and their final battle is about to start now, a millennia later...<br /><br />Comments: I had hopes that this would be a movie based upon some Viking ground, far too little quality movie about Viking has been done. It started out very good too, with detailed longships and armors, nice and fitting sceneries and an OK battle.<br /><br />The foundation in the Aesir myths is thin and seems very corrupted to me. Odin is much more vengeful, spiteful and absent than I remind him from school, and the valkyries has been turned into some vampire-demons. I'm no expert, but that seems outright wrong.<br /><br />But the fatal mistake made by this movie is to move the time-setting from the original time-period to today. If the two brothers had fought it out in the correct time, with some decent battles, this movie would have been much better. Now the setting, suddenly is changed to present day Stockholm. Still, Odin is present and is sending Boar and his berserkers for Brunhilda and Barek which gives silly scenes when armor-clad and painted berserkers swordfights with Barek among the industries. Beautiful mountains and woods have been exchanged for cement. And when allowed to focus upon single fights, instead of massive battles as in the beginning, I quickly saw that the fights and skills of the actors are slow and clumsy.<br /><br />The end result is thin story, sometimes hard to follow and other times just silly, and the only that could save it, the action, is drawn from slow, dull and clumsy swordfights. It draws very little from Aesir myth or Viking tradition. Thus both story and action fails, and the movie is just plain bad.<br /><br />Finally, as a Swede, this movie is a little confusing. Supposedly filmed entirely in South Africa, it still contains some familiar Swedish signs, plates and what seems to be an authentic police car. However, the effort is poor and only goes so far, as to really set it in Sweden. No names are Swedish (perhaps with Anya as the exception), no familiar sceneries are Swedish, they (supposedly) speak a little (ancient?) Norwegian, not Swedish. And uniforms, both police and medical, are clearly not Swedish. If they were not going to even try to do it correctly - and really give the illusion that it is set in Sweden, why bother at all? <br /><br />4/10",negative,recap accord to legend the valkyrie brunhilda defy odin and be chain to a rock surround by an eternal fire only a warrior pure in heart can pass through the flame free brunhilda and release her from odin claim and have her for himself now war be brew in the norse land and the king need an alliance with the berserkers the berserkers be warriors claim by odin valkyries lust for war blood and flesh and therefore outcasts but superior in battle the leader of the berserkers be a scorn son of the king boar and his price for the alliance be his brother the future king barek but after the king be victorious in battle he refuse to give up his only remain son break his oath to boar and betray him and kill him boar be save only by barek call upon odin but this be only the start of the battle between the brothers and their final battle be about to start now a millennia later br br comment i have hop that this would be a movie base upon some viking grind far too little quality movie about viking have be do it start out very good too with detail longships and armor nice and fit sceneries and an ok br br the foundation in the aesir myths be thin and seem very corrupt to me odin be much more vengeful spiteful and absent than i remind him from school and the valkyries have be turn into some i no expert but that seem outright br br but the fatal mistake make by this movie be to move the from the original to today if the two brothers have fight it out in the correct time with some decent battle this movie would have be much better now the set suddenly be change to present day stockholm still odin be present and be send boar and his berserkers for brunhilda and barek which give silly scenes when and paint berserkers swordfights with barek among the industries beautiful mountains and woods have be exchange for cement and when allow to focus upon single fight instead of massive battle as in the begin i quickly saw that the fight and skills of the actors be slow and br br the end result be thin story sometimes hard to follow and other time just silly and the only that could save it the action be draw from slow dull and clumsy swordfights it draw very little from aesir myth or viking tradition thus both story and action fail and the movie be just plain br br finally as a swede this movie be a little confuse supposedly film entirely in south africa it still contain some familiar swedish sign plat and what seem to be an authentic police car however the effort be poor and only go so far as to really set it in sweden no name be swedish perhaps with anya as the exception no familiar sceneries be swedish they supposedly speak a little ancient norwegian not swedish and uniform both police and medical be clearly not swedish if they be not go to even try to do it correctly and really give the illusion that it be set in sweden why bother at all br br
"Years ago, when DARLING LILI played on TV, it was always the pan and scan version, which I hated and decided to wait and see the film in its proper widescreen format. So when I saw an inexpensive DVD of this Julie Andrews/Blake Edwards opus, I decided to purchase and watch it once and for all.<br /><br />Boy, what a terrible film. It's so bad and on so many levels that I really do not know where to start in describing where and when it goes so horribly wrong. Looking at it now, it's obvious to any fans of movies that Blake Edwards created this star vehicle for his wife simply because so many other directors had struck gold with Andrews in musicals (MARY POPPINS, SOUND OF MUSIC, THOROUGHLY MODERN MILLIE, etc) but also because Andrews was snubbed from starring in projects made famous on stage by Julie herself (CAMELOT, MY FAIR LADY, etc) because Hollywood thought she wasn't sexy or glamorous enough. So Blake created this stillborn effort, to showcase his wife in a bizarre concoction of spy story/war movie/romance/slapstick comedy/musical. DARLING LILI suffers from multiple personalities, never knowing who or what it is. Some specific scenes are good or effective but as a whole, it just doesn't work at all to a point of it being very embarrassing.<br /><br />Mind you, the version on the DVD is the ""director's cut"", or in this case, ""let's salvage whatever we can"" from this notorious box office flop. In releasing the DVD, Edwards cut 19 scenes (19!!!!!!!!) from the original bloated theatrical version into this more streamlined and yet remarkably ineffective version. The film moves along with no idea of what it is. We are 25 minutes into it and we still don't know what's going on or why we're watching what's going. What kind of spy is Lili? How powerful is she? Was she ever responsible for someone's death? Instead we watch a thoroughly bored looking Rock Hudson trying to woo a thoroughly bored looking Julie Andrews. Things aren't helped much with the inexplicable reason why the two fall in love. Why does Julie fall for Hudson? Why him and not other men she got involved with? There should have been one of her ex hanging around, trying to win her back or trying to decipher her secret. This would have given us some much needed contrast to the muddled action. It would also have given us some impetuous to the sluggish proceedings. There's no catalyst in this story.<br /><br />One only has to look at the cut scenes to clearly see that Edwards and the writer just came up with ideas inspired by Andrews' (and Edwards') previous successes. The best (or worst) example is the scene when Andrews and Hudson follows a group of children who sing in the middle of a forest. Edwards channeling SOUND OF MUSIC. It's no wonder he removed it from the DVD. Back in 1970, that scene might have worked on a certain level but today, that moment reeks of desperation. There are other plot elements directly inspired by Andrews/Edwards other films. The endless scenes of dogfights is inspired by the much better MODERN MILLIE. The musical moment ""I'll give you three guesses"" was created just to make fun of Julie's MARY POPPINS persona, which is turned ""raunchy"" with Julie doing a striptease in the act. The ending, bird's eye view of Julie running towards Hudson's plane, is another ""wink"" at SOUND OF MUSIC.<br /><br />The whole thing is confusing. Julie plays a singer, born from a German father and British mother, who lives in England but sings her (English) songs in Paris. You never know exactly where the story takes place. Some moments are just badly edited. Like when Julie and her ""uncle"" are on horseback. They talk and talk and then Julie suddenly sprints off in mid-sentence. I'm like ""what happened here?""<br /><br />The comedy bits are unfunny and cringe-worthy. Every scene with the French police are pathetic. Where's Peter Sellers when you really need him. The action is stupid beyond belief. When Julie and her ""uncle"" are on their way to Germany on that train, Hudson's squadron shoots rounds of bullets at the train, almost killing Lili in the process. Brilliant. What's also funny about that scene is the two leave on the train in the middle of the night but Hudson and his squadron reach the train even though they fly off the next morning. That's one slow moving train there. <br /><br />The musical moments. The beginning is the best part of the entire film (and the reason I gave this film 3 stars) but it's effect is diminished considerably because it's repeated at the end. Speaking of redundant, did we really need to see a can-can dance, Crepe Suzette stripping scene and Julie stripping too? The ""Girl in no man's land"" is OK even if it's bleeding obvious, but that moment just doesn't make any sense whatsoever because Lili sings it to a group of injured soldiers at a French hospital, making me wonder: how many soldiers there were injured indirectly by the result of her spying?<br /><br />The whole project is listless and without energy. The romance is 100% unbelievable. Rock Hudson is way too old and tired looking (check out the museum scene). Julie looks dazed, like she's on Valium. But what really kills this ill-conceived project is Julie playing a German spy. Edwards desperately wanted to dispel the Mary Poppins syndrome afflicting his wife and believed that playing a traitor was a good career decision. As much as I like Julie, she's no Greta Garbo, who pulled it off so beautifully in MATA HARI. Funny enough, even if Julie plays a German spy, she still comes across as cloying and cute.<br /><br />How bad is DARLING LILI? Even after 37 years since its release, Blake Edwards felt he still needed to work on it for its DVD release.",negative,years ago when darling lili play on tv it be always the pan and scan version which i hat and decide to wait and see the film in its proper widescreen format so when i saw an inexpensive dvd of this julie edwards opus i decide to purchase and watch it once and for br br boy what a terrible film it so bad and on so many level that i really do not know where to start in describe where and when it go so horribly wrong look at it now it obvious to any fan of movies that blake edwards create this star vehicle for his wife simply because so many other directors have strike gold with andrews in musicals mary poppins sound of music thoroughly modern millie etc but also because andrews be snub from star in project make famous on stage by julie herself camelot my fair lady etc because hollywood think she be sexy or glamorous enough so blake create this stillborn effort to showcase his wife in a bizarre concoction of spy darling lili suffer from multiple personalities never know who or what it be some specific scenes be good or effective but as a whole it just do work at all to a point of it be very br br mind you the version on the dvd be the director cut or in this case let salvage whatever we can from this notorious box office flop in release the dvd edwards cut scenes from the original bloat theatrical version into this more streamline and yet remarkably ineffective version the film move along with no idea of what it be we be minutes into it and we still do know what go on or why we watch what go what kind of spy be lili how powerful be she be she ever responsible for someone death instead we watch a thoroughly bore look rock hudson try to woo a thoroughly bore look julie andrews things be help much with the inexplicable reason why the two fall in love why do julie fall for hudson why him and not other men she get involve with there should have be one of her ex hang around try to win her back or try to decipher her secret this would have give us some much need contrast to the muddle action it would also have give us some impetuous to the sluggish proceedings there no catalyst in this br br one only have to look at the cut scenes to clearly see that edwards and the writer just come up with ideas inspire by andrews and edwards previous successes the best or worst example be the scene when andrews and hudson follow a group of children who sing in the middle of a forest edwards channel sound of music it no wonder he remove it from the dvd back in that scene might have work on a certain level but today that moment reek of desperation there be other plot elements directly inspire by other film the endless scenes of dogfight be inspire by the much better modern millie the musical moment i give you three guess be create just to make fun of julie mary poppins persona which be turn raunchy with julie do a striptease in the act the end bird eye view of julie run towards hudson plane be another wink at sound of br br the whole thing be confuse julie play a singer bear from a german father and british mother who live in england but sing her english songs in paris you never know exactly where the story take place some moments be just badly edit like when julie and her uncle be on horseback they talk and talk and then julie suddenly sprint off in i like what happen here br br the comedy bits be unfunny and every scene with the french police be pathetic where peter sellers when you really need him the action be stupid beyond belief when julie and her uncle be on their way to germany on that train hudson squadron shoot round of bullets at the train almost kill lili in the process brilliant what also funny about that scene be the two leave on the train in the middle of the night but hudson and his squadron reach the train even though they fly off the next morning that one slow move train there br br the musical moments the begin be the best part of the entire film and the reason i give this film star but it effect be diminish considerably because it repeat at the end speak of redundant do we really need to see a dance crepe suzette strip scene and julie strip too the girl in no man land be ok even if it bleed obvious but that moment just do make any sense whatsoever because lili sing it to a group of injure soldier at a french hospital make me wonder how many soldier there be injure indirectly by the result of her spy br br the whole project be listless and without energy the romance be unbelievable rock hudson be way too old and tire look check out the museum scene julie look daze like she on valium but what really kill this project be julie play a german spy edwards desperately want to dispel the mary poppins syndrome afflict his wife and believe that play a traitor be a good career decision as much as i like julie she no greta garbo who pull it off so beautifully in mata hari funny enough even if julie play a german spy she still come across as cloy and br br how bad be darling lili even after years since its release blake edwards felt he still need to work on it for its dvd release
"-Kidnappings in Mexico are as common as honeys giving me their phone numbers so if you're rich then you'll need a good bodyguard to keep you and your kids safe. A couple hires a washed up bodyguard called Creasy to protect their adorable kid Pita. At first, their relationship is a tad buggy but after a while, Creasy eases up to the girl and the two develop a father/daughter relationship. One day Pita is kidnapped and Creasy is badly injured in the process. When he wakes up he finds out that the girl has been killed due to a ransom negotiations that went wrong and this sets Creasy on a path find the men responsible for her death and make sure they are brought to his brand of justice.<br /><br />-Keep some Tylenol next to you while watching this movie because you will need to take some after watching it. I really love the story here of going to the extreme to obtain revenge because most movies usually just want revenge but really never go too far where as this movie they show how far a man can go to do what he feels is right. The only problem is the annoying visual style, which will either make you hate the movie or hate Tony Scott. I really feel sorry for the cinematographer because I'm sure he came into this movie thinking he was going to be filming an action movie and probably got all excited but instead he got stuck being the DP for a filmmaker that feels that the whole movie should look like it's been possessed by demons. I wouldn't have mind if the crappy visuals were restricted to a few action scenes but when it's spread through out the whole movie then that's when we have some problems. The same annoying style was recently used on ""Domino"" and much like with this movie the style did hurt that otherwise great movie.<br /><br />-Another person I feel sorry on this movie was the soon to be great Harry Gregson Williams who had the impossible task of trying to compose music out of the jagged images. Somehow, Williams wrote some decent music for the movie but I'm sure if the movie had been more stable then the music would have turned out a lot better. The sound is wrongfully used throughout the movie and instead of enhancing the movie experience, it rather makes you feel like you're being punished. The overuse of the subwoofer is irritating as every 5 seconds or so you can hear an ungodly low end sound coming out of it. I don't know why Scott thought the audience needed to be bombarded by the subwoofer but it really takes you away from the movie.<br /><br />-The acting in the movie is a beast despite the visuals. Little Fanning does yet another great job here and the scene at the end of the movie just breaks my heart. If the end of the movie doesn't make anyone cry then they're dead on the inside. Denzel Washington breaks his rule of not making any action movies with this movie and luckily, for him he gets to play a great character. The whole idea of a man that's lost in life and all of a sudden due to a tragedy finds a purpose in his life is nothing new but Washington brings some heart and emotion to the otherwise flat character. I love how we witness him from being a loner to actually learning to have emotion and after the kidnapping becoming a cold instrument of revenge. Radha Mitchell plays Marc Anthony's wife and she along with Fanning are the two reasons why I can't hate the movie too much. J.Lo's husband comes and goes in the movie but he doesn't really stand out much. Mickey Rourke and Chris Walken all have minimal roles in the movie but they do make an impact.<br /><br />-One thing that makes me laugh is how the filmmakers try to makeup for the crappy way they portray Mexico by calling it a fine city at the end of the movie. A little too late for that if you ask me. Let's hope that Tony Scott is done with this phase of intentionally trying to ruin his career because a filmmaker as talented as him CAN and must do better than this.",positive,in mexico be as common as honey give me their phone number so if you rich then you need a good bodyguard to keep you and your kid safe a couple hire a wash up bodyguard call creasy to protect their adorable kid pita at first their relationship be a tad buggy but after a while creasy ease up to the girl and the two develop a relationship one day pita be kidnap and creasy be badly injure in the process when he wake up he find out that the girl have be kill due to a ransom negotiations that go wrong and this set creasy on a path find the men responsible for her death and make sure they be bring to his brand of br br some tylenol next to you while watch this movie because you will need to take some after watch it i really love the story here of go to the extreme to obtain revenge because most movies usually just want revenge but really never go too far where as this movie they show how far a man can go to do what he feel be right the only problem be the annoy visual style which will either make you hate the movie or hate tony scott i really feel sorry for the cinematographer because i sure he come into this movie think he be go to be film an action movie and probably get all excite but instead he get stick be the dp for a filmmaker that feel that the whole movie should look like it be possess by demons i would have mind if the crappy visuals be restrict to a few action scenes but when it spread through out the whole movie then that when we have some problems the same annoy style be recently use on domino and much like with this movie the style do hurt that otherwise great br br person i feel sorry on this movie be the soon to be great harry gregson williams who have the impossible task of try to compose music out of the jag image somehow williams write some decent music for the movie but i sure if the movie have be more stable then the music would have turn out a lot better the sound be wrongfully use throughout the movie and instead of enhance the movie experience it rather make you feel like you be punish the overuse of the subwoofer be irritate as every second or so you can hear an ungodly low end sound come out of it i do know why scott think the audience need to be bombard by the subwoofer but it really take you away from the br br act in the movie be a beast despite the visuals little fan do yet another great job here and the scene at the end of the movie just break my heart if the end of the movie do make anyone cry then they dead on the inside denzel washington break his rule of not make any action movies with this movie and luckily for him he get to play a great character the whole idea of a man that lose in life and all of a sudden due to a tragedy find a purpose in his life be nothing new but washington bring some heart and emotion to the otherwise flat character i love how we witness him from be a loner to actually learn to have emotion and after the kidnap become a cold instrument of revenge radha mitchell play marc anthony wife and she along with fan be the two reason why i ca hate the movie too much husband come and go in the movie but he do really stand out much mickey rourke and chris walken all have minimal roles in the movie but they do make an br br thing that make me laugh be how the filmmakers try to makeup for the crappy way they portray mexico by call it a fine city at the end of the movie a little too late for that if you ask me let hope that tony scott be do with this phase of intentionally try to ruin his career because a filmmaker as talented as him can and must do better than this
